COMPOUND_ID	BIOACTIVITY_IN_BRIEF
CMNPD30583	IA in RBL-2H3 cell degranulation antiallergy assay
CMNPD30584	IA in RBL-2H3 cell degranulation antiallergy assay
CMNPD30585	IA in RBL-2H3 cell degranulation antiallergy assay
CMNPD30586	IA in RBL-2H3 cell degranulation antiallergy assay
CMNPD30587	IA in RBL-2H3 cell degranulation antiallergy assay
CMNPD30588	Sig. AB vs. 7 strain.
CMNPD30589	Weak AB vs. 7 strain.
CMNPD30590	Weak AB vs. 1 strain.
CMNPD30591	Mod. AB vs. 6 strain | weak AB vs. 1 strain.
CMNPD30592	Weak AB vs. 7 strain.
CMNPD30593	Weak AB vs. 6 strain.
CMNPD30594	Weak AB vs. 1 strain.
CMNPD30602	No inhib. NO prod. | IA vs. 3 HTCLs
CMNPD30603	No inhib. NO prod. | IA vs. 3 HTCLs
CMNPD30604	No inhib. NO prod. | IA vs. 3 HTCLs
CMNPD30605	No inhib. NO prod. | IA vs. 3 HTCLs
CMNPD30606	No inhib. NO prod. | IA vs. 3 HTCLs
CMNPD30607	Mod. inhib. NO prod. | IA vs. 3 HTCLs
CMNPD30608	IA vs. 3 HTCLs and 4 bact. | No inhib. NO prod.
CMNPD30609	IA vs. 3 HTCLs and 4 bact. | No inhib. NO prod.
CMNPD30610	Weak inhib. α-glucosidase.
CMNPD30611	Weak inhib. α-glucosidase.
CMNPD30612	Weak inhib. α-glucosidase.
CMNPD30613	Weak inhib. α-glucosidase.
CMNPD30614	Weak inhib. α-glucosidase.
CMNPD30615	IA vs. α-glucosidase.
CMNPD30616	Weak inhib. α-glucosidase.
CMNPD30617	IA vs. α-glucosidase.
CMNPD30618	No inhib. NO prod.
CMNPD30619	No inhib. NO prod.
CMNPD30620	No inhib. NO prod.
CMNPD30621	No inhib. NO prod.
CMNPD30622	Sig. inhib. NO prod. and other pro-inflammatory cytokines.
CMNPD30623	No inhib. NO prod.
CMNPD30624	potent IMPDH inhib.
CMNPD30625	Sig. IMPDH inhib.
CMNPD30626	Sig. IMPDH inhib.
CMNPD30627	Sig. IMPDH inhib.
CMNPD30628	Sig. IMPDH inhib.
CMNPD30629	Stimulates filaggrin and caspase-14 expression. | IA vs. 3 HTCLs | No inhib. NO prod.
CMNPD30630	Mod. inhib. NO prod. | IA vs. 3 HTCLs
CMNPD30631	Mod. inhib. NO prod. | IA vs. 3 HTCLs
CMNPD30632	IA vs 3 HTCLs | No inhib. NO prod.
CMNPD30633	IA vs 3 HTCLs | No inhib. NO prod.
CMNPD30634	IA vs 3 HTCLs | No inhib. NO prod.
CMNPD30635	AI via peroxidase proliferator-activated receptor (PPAR-γ) agonism.
CMNPD30636	No PPAR-γ activ.
CMNPD30637	IA vs. α-glucosidase.
CMNPD30638	potent inhib. α-glucosidase.
CMNPD30639	potent inhib. α-glucosidase.
CMNPD30640	IA vs. α-glucosidase.
CMNPD30641	potent inhib. α-glucosidase.
CMNPD30642	potent inhib. α-glucosidase.
CMNPD30643	IA vs. α-glucosidase.
CMNPD30644	Mod. AB vs. 1 strain | weak AB. vs. 2 strain.
CMNPD30645	Mod. AB vs. 1 strain.
CMNPD30646	Weak AB vs. 3 strain.
CMNPD30647	Weak AB vs. 1 strain. | IA vs. 5 HTCLs
CMNPD30648	Weak selective cytotox. vs. 2 HTCLs | IA vs. 1 bact.
CMNPD30649	Weak selective cytotox. vs. 2 HTCLs | IA vs. 1 bact.
CMNPD30650	IA in immunoglobulin E (IgE)-mediated mast cell allergy test.
CMNPD30651	IA in immunoglobulin E (IgE)-mediated mast cell allergy test.
CMNPD30652	IA in immunoglobulin E (IgE)-mediated mast cell allergy test.
CMNPD30653	IA in immunoglobulin E (IgE)-mediated mast cell allergy test.
CMNPD30654	potent AB vs. 1 bact. | IA vs. 3 further bact.
CMNPD30656	potent AB vs. 1 bact. | IA vs. 3 further bact.
CMNPD30659	Weak cytotox. vs. 1 HTCL
CMNPD30660	No activation latent HIV. | No inhib. bromodomain-containing protein (BRD4).
CMNPD30661	No activation latent HIV. | No inhib. bromodomain-containing protein (BRD4).
CMNPD30662	No activation latent HIV. | No inhib. bromodomain-containing protein (BRD4).
CMNPD30663	No activation latent HIV. | No inhib. bromodomain-containing protein (BRD4).
CMNPD30664	Mod. AO in DPPH assay
CMNPD30665	Mod. AO in DPPH assay
CMNPD30666	Mod. AO in DPPH assay
CMNPD30667	Mod. AO in DPPH assay
CMNPD30668	Mod. AO in DPPH assay
CMNPD30669	IA vs. 6 bact. and 4 viruses.
CMNPD30670	IA vs. 6 bact. and 4 viruses.
CMNPD30671	IA vs. 2 norm. HCLs.
CMNPD30672	IA vs. 2 HTCLs
CMNPD30673	IA vs. 2 HTCLs
CMNPD30674	Weak cytotox. vs. 4 HTCLs | Signif. AB vs. 2 strain.
CMNPD30675	Weak cytotox. vs. 4 HTCLs | Signif. AB vs. 1 strain, weak AB vs. 1 strain.
CMNPD30676	Weak cytotox. vs. 4 HTCLs | Weak AB vs. 2 strain.
CMNPD30677	Weak cytotox. vs. 4 HTCLs | Signif. AB vs. 2 strain.
CMNPD30678	potent cytotox. vs. 4 HTCLs | IA vs. 2 bact.
CMNPD30679	Weak cytotox. vs. 4 HTCLs | Signif. AB vs. 1 strain | weak AB vs. 1 strain.
CMNPD30680	Weak cytotox. vs. 4 HTCLs | Signif. AB vs. 2 strain.
CMNPD30681	Sig. AB vs. MRSA | weak AB. vs. 1 further strain. | Mod. cytotox. vs. 3 HTCLs and 1 murine TCL.
CMNPD30682	IA vs. 6 HTCLs and isocitrate dehydrogenase.
CMNPD30683	IA vs. 2 bact.
CMNPD30684	Weak AB vs. 2 strain.
CMNPD30685	Weak AB vs. 1 strain.
CMNPD30686	Weak AB vs. 2 strain.
CMNPD30688	Weak AB vs. 1 strain.
CMNPD30689	Weak AB vs. 1 strain.
CMNPD30690	Weak AB vs. 1 strain.
CMNPD30691	potent cytotox. vs. 3 HTCLs
CMNPD30692	IA vs. 5 HTCLs
CMNPD30694	Signif. AB vs. 2 strain | mod. AF vs. 1 strain. | Weak cytotox. vs. 1 HTCL
CMNPD30695	IA vs. 2 HTCLs and 2 bact.
CMNPD30696	IA vs. 2 HTCLs and 2 bact.
CMNPD30697	IA vs. 2 HTCLs and 2 bact.
CMNPD30698	IA vs. 2 HTCLs and 2 bact.
CMNPD30699	IA vs. 2 HTCLs and 2 bact.
CMNPD30700	IA vs. 2 HTCLs and 2 bact.
CMNPD30701	Mod. AO in DPPH assay Neuroprotective in 6-hydroxydopamine and paraquat-induced Parkinson's disesase models. IA vs. 1 murine TCL.
CMNPD30702	Mod. inhib. PTP1B.
CMNPD30703	No inhib. PTP1B.
CMNPD30704	Weak PTP1B inhib. | No inhib. NO prod.
CMNPD30705	Weak inhib. NO prod. | No inhib. PTP1B.
CMNPD30706	IA vs. various HTCLs, bact. and fungi. | No inhib. isocitrate lyase, Na + /K + ATPase or sortase A.
CMNPD30707	IA vs. various HTCLs, bact. and fungi. | No inhib. isocitrate lyase, Na + /K + ATPase or sortase A.
CMNPD30708	No AO in DPPH assay | IA vs. 2 HTCLs
CMNPD30709	No AO in DPPH assay | IA vs. 2 HTCLs
CMNPD30710	Weak AO in DPPH assay | IA vs. 2 HTCLs
CMNPD30711	Mod. AB vs. 4 strain. | No cytotox. to brine shrimp.
CMNPD30712	Mod. AB vs. 4 strain. | No cytotox. to brine shrimp.
CMNPD30713	Mod. AB vs. 4 strain. | No cytotox. to brine shrimp.
CMNPD30714	IA vs. 3 HTCLs, 3 NCLs, 6 bact. and 1 fungus
CMNPD30715	Weak cytotox. vs. 1 HTCL
CMNPD30716	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30717	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30718	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30719	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30720	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30721	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30722	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30723	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30724	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30725	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30726	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30727	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30728	IA vs. 1 bact., 5 fung and various viruses. | IA in DPPH assay No MptpB inhib.
CMNPD30729	IA vs. 1 bact., 5 fungus and viruses. | IA in DPPH assay | No MptpB inhib.
CMNPD30730	Mod. AF vs. 2 strain. | IA vs. 1 bact. and various viruses. | IA in DPPH assay | No MptpB inhib.
CMNPD30731	Mod. AF vs. 2 strain. | IA vs. 1 bact. and various viruses. | IA in DPPH assay | No MptpB inhib.
CMNPD30732	Sig. AF vs. 1 strain. | IA vs. protein tyrosine phosphatase MptpB.
CMNPD30736	IA vs.5 fungi and protein tyrosine phosphatase MptpB.
CMNPD30737	IA vs. 2 murine cell lines and 1 HTCL
CMNPD30738	IA vs. 2 murine cell lines and 1 HTCL
CMNPD30739	IA vs. 2 murine cell lines and 1 HTCL
CMNPD30740	IA vs. 2 murine cell lines and 1 HTCL
CMNPD30741	Mod. AB vs. 1 strain. | IA vs. 2 HTCLs and 1 fungus
CMNPD30742	Mod. AB vs. 1 strain. | IA vs. 2 HTCLs and 1 fungus
CMNPD30743	IA vs. 2 HTCLs, 5 bact. and 1 fungus
CMNPD30744	IA vs. 2 HTCLs, 5 bact. and 1 fungus
CMNPD30745	Weak cytotox. vs. 2 HTCLs
CMNPD30746	Weak cytotox. vs. 3 HTCLs | mod. cytotox. vs. 1 HTCL
CMNPD30747	Weak AB vs. 4 strain. | Weak. inhib. 2 phytoplankton.
CMNPD30748	Weak AB vs. 4 strain. | Mod. inhib. 4 phytoplankton.
CMNPD30751	Weak AB vs. 4 strain. | Mod. inhib. 4 phytoplankton.
CMNPD30752	Weak AB vs. 4 strain. | Weak inhib. 4 phytoplankton.
CMNPD30755	IA vs. 5 bact. | Weak-mod. cytotox. brine shrimp.
CMNPD30756	potent AB vs. 4 bact. | Weak-mod. cytotox. brine shrimp.
CMNPD30757	potent AB vs. 4 bact. | Weak-mod. cytotox. brine shrimp.
CMNPD30758	IA vs. 5 bact. | Weak-mod. cytotox. brine shrimp.
CMNPD30759	IA vs. 2 bact. | Weak-mod. cytotox. brine shrimp.
CMNPD30760	potent AB vs. 1 strain. | Weak-mod. cytotox. brine shrimp.
CMNPD30761	potent AB vs. 1 strain. | Weak-mod. cytotox. brine shrimp.
CMNPD30762	potent inhib. 4 phytoplankton. | Weak AB vs. 3 strain. Mod. AF vs. 1 strain.
CMNPD30763	IA vs. 3 bact., topoisomerase I and AChE.
CMNPD30764	IA vs. 3 bact., topoisomerase I and AChE.
CMNPD30765	potent AB vs. 2 strain, | IA vs. 2 further strain. | Weak-mod. inhib. 4 phytoplankton.
CMNPD30766	potent AB vs. 1 strain, | IA vs. 3 further strain. | potent inhib. 4 phytoplankton.
CMNPD30767	potent AB vs. 1 strain, | IA vs. 3 further strain. | potent inhib. 3 phytoplankton | weak inhib. 1 further phytoplankton.
CMNPD30768	potent AB vs. 1 strain, | IA vs. 3 further strain. | Weak-mod. inhib. 4 phytoplankton.
CMNPD30769	potent AB vs. 1 strain, | IA vs. 3 further strain. | Weak-mod. inhib. 4 phytoplankton.
CMNPD30770	potent AB vs. 2 strain, | IA vs. 2 further strain. | potent inhib. 1 phytoplankton | weak inhib. 3 further phytoplankton.
CMNPD30771	IA vs. 5 bact.
CMNPD30772	IA vs. 5 bact.
CMNPD30773	IA vs. 5 bact.
CMNPD30774	IA vs. 5 bact.
CMNPD30775	IA vs. 5 bact.
CMNPD30776	Sig. AB vs. 1 bact. | mod. AB vs. 3 strain.
CMNPD30777	IA vs. 5 bact.
CMNPD30778	Mod. AB vs. 1 bact. | weak. AB vs. 1 strain.
CMNPD30779	potent inhib. vs. 2 phytoplankton strain. | IA vs. 2 further phytoplankton, 1 zooplankton and 5 bact.
CMNPD30780	potent inhib. vs. 2 phytoplankton strain. | IA vs. 2 further phytoplankton, 1 zooplankton and 5 bact.
CMNPD30781	potent inhib. vs. 2 phytoplankton strain. | IA vs. 2 further phytoplankton, 1 zooplankton and 5 bact.
CMNPD30782	IA vs. 5 bact., 4 phytoplankton and 1 zooplankton.
CMNPD30783	IA vs. 5 bact., 4 phytoplankton and 1 zooplankton.
CMNPD30784	IA vs. 5 bact., 4 phytoplankton and 1 zooplankton.
CMNPD30785	IA vs. 5 bact., 4 phytoplankton and 1 zooplankton.
CMNPD30786	IA vs. 5 bact. | potent inhib. 4 phytoplankton | weak inhib. 1 zooplankton.
CMNPD30787	IA vs. 5 bact. and 1 zooplankton. | potent inhib. 4 phytoplankton.
CMNPD30788	IA vs. 5 bact. and 1 zooplankton. | potent inhib. 4 phytoplankton.
CMNPD30789	IA vs. 5 bact., 4 phytoplankton and 1 zooplankton.
CMNPD30790	IA vs. 5 bact., 4 phytoplankton and 1 zooplankton.
CMNPD30791	IA vs. 5 bact.Mod. | potent inhib. 4 phytoplankton | weak inhib. 1 zooplankton.
CMNPD30792	IA vs. 5 bact. and 4 phytoplankton. | Mod.inhib. 1 zooplankton.
CMNPD30793	IA vs 3 HTCLs and 2 viruses.
CMNPD30794	IA vs. 3 HTCLs and 2 viruses.
CMNPD30798	potent, selective cytotox. vs. 3 HTCLs | Sig. brine shrimp lethality. | Mod. nematocidal inhib.
CMNPD30799	IA vs. 3 HTCLs, brine shrimp and nematodes.
CMNPD30800	IA vs. 3 HTCLs, brine shrimp and nematodes, | IA vs. 2 bact | Weak-mod. cytotox. brine shrimp.
CMNPD30801	potent inhib. H1N1 | weak inhib. HIV.
CMNPD30802	IA vs. H1N1 | weak inhib. HIV.
CMNPD30803	IA vs. H1N1 and HIV.
CMNPD30804	IA vs. H1N1 and HIV.
CMNPD30805	IA vs. H1N1 and HIV.
CMNPD30806	Sig. downregulation osteroclast cell differentiation.
CMNPD30807	No inhib. osteroclast cell differentiation.
CMNPD30808	Weak AB vs. 1 strain | weak cytotox. vs. 1 primate NCL | weak anti-TB vs. 1 strain. | IA antimal. vs. 1 strain.
CMNPD30821	significant α-glucosidase inhib.
CMNPD30823	Sig. inhib. NO prod. with low cytotox.
CMNPD30824	No inhib. NO prod.
CMNPD30825	Weak inhib. NO prod. with no cytotox.
CMNPD30826	Weak inhib. NO prod. with no cytotox. | Weak AB vs. 3 strain.
CMNPD30827	Sig. inhib. NO prod. with no cytotox. | IA vs. 3 bact.
CMNPD30828	No inhib. NO prod. | IA vs 5 bact.
CMNPD30829	potent inhib. NO prod. | Sig. inhib. MptpB.
CMNPD30830	potent inhib. NO prod. | Sig. inhib. MptpB.
CMNPD30831	potent AB vs. 2 strain | weak vs. 4 strain | IA vs. 1 strain
CMNPD30832	Weak AB vs. 1 strain | IA vs. 6 strain.
CMNPD30833	Weak AB vs. 1 strain | IA vs. 6 strain.
CMNPD30834	IA vs. 6 HTCLs | NT vs. 1.
CMNPD30835	IA vs. 4 HTCLs | NT vs. 3.
CMNPD30836	IA vs. 4 HTCLs | NT vs. 3.
CMNPD30837	Mod. cytotox. vs. 1 HTCL | weak cytotox. vs. 2 | IA vs. 2 | NT vs. 2.
CMNPD30838	Sig. cytotox. vs. 1 HTCL | weak cytotox. vs. 3 | IA vs. 1 | NT vs. 2.
CMNPD30839	potent cytotox. vs. 2 HTCLs | NT vs. 5.
CMNPD30840	Weak cytotox. vs. 2 HTCLs | NT vs. 5.
CMNPD30841	Mod. inhib. α-glucosidase. | No inhib. NO prod.
CMNPD30842	Mod. inhib. α-glucosidase. | No inhib. NO prod.
CMNPD30843	Mod. inhib. α-glucosidase. | No inhib. NO prod.
CMNPD30844	Mod. inhib. α-glucosidase. | No inhib. NO prod.
CMNPD30845	Mod-sig. cytotox. vs. 7 HTCLs | Sig. inhib. topoisomerase I (via necrosis).
CMNPD30846	Weak cytotox. vs. 1 HTCL | NT vs topoisomerase I
CMNPD30847	Weak cytotox. vs. 2 HTCLs | Mod. inhib. topoisomerase I.
CMNPD30848	potent cytotox. vs. 6 HTCLs | NT vs. topoisomerase I.
CMNPD30849	potent cytotox. vs. 6 HTCLs | weak cytotox. vs. 1 HTCL | NT vs. topoisomerase I.
CMNPD30850	Weak AB vs. 4 strain.
CMNPD30851	Weak AB vs. 4 strain.
CMNPD30853	IA vs. 4 bact., 1 fungus and AChE. | No AO (DPPH assay).
CMNPD30854	Weak AB vs. 1 strain. | IA vs. 1 fungus and AChE. | No AO (DPPH assay).
CMNPD30855	Weak AB vs. 1 strain. IA vs. 1 fungus and AChE. | No AO (DPPH assay).
CMNPD30856	IA vs. 4 bact., 1 fungus and AChE. | No AO (DPPH assay).
CMNPD30857	Weak AB vs. 1 strain. | IA vs. 1 fungus and AChE. | No AO (DPPH assay).
CMNPD30858	IA vs. 4 bact., 1 fungus and AChE. | No AO (DPPH assay).
CMNPD30859	Weak AB vs. 1 strain. | IA vs. 1 fungus and AChE. | No AO (DPPH assay).
CMNPD30860	IA vs. 10 HTCLs, 2 viruses and mycobact.
CMNPD30861	IA vs. 6 HTCLs, 4 bact. and 1 fungus No AO (DPPH assay).
CMNPD30862	IA vs. 6 HTCLs, 4 bact. and 1 fungus No AO (DPPH assay).
CMNPD30863	Sig. AO (DPPH assay). | IA vs. 6 HTCLs, 4 bact. and 1 fungus
CMNPD30864	IA vs. 6 HTCLs, 4 bact. and 1 fungus | No AO (DPPH assay).
CMNPD30865	Weak cytotox. vs. 1 HTCL | IA vs. 5 HTCLs, 4 bact. and 1 fungus | No AO (DPPH assay).
CMNPD30866	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30867	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30868	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30869	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30870	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30871	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30872	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30873	IA vs. 3 HTCLs, 5 bact. and 1 fungus
CMNPD30874	Weak AB vs. 5 strain. | IA vs. 3 HTCLs
CMNPD30875	Sig. inhib. NO prod. | IA vs. MptpB.
CMNPD30876	Sig. inhib. NO prod. | IA vs. MptpB.
CMNPD30877	Sig. inhib. NO prod. | IA vs. MptpB.
CMNPD30878	Sig. inhib. NO prod. | IA vs. MptpB.
CMNPD30879	Sig. inhib. NO prod. | IA vs. MptpB.
CMNPD30880	No inhib. NO prod. or MptpB.
CMNPD30881	No inhib. NO prod. or MptpB.
CMNPD30882	No inhib. NO prod. or MptpB.
CMNPD30883	Weak cytotox. vs. 3 HTCLs
CMNPD30885	Weak cytotox. vs. 2 HTCLs
CMNPD30886	Mod. cytotox. vs. 3 HTCLs
CMNPD30888	Weak-mod. cytotox. vs. 3 HTCLs
CMNPD30889	IA vs. 3 viruses.
CMNPD30890	IA vs. 3 viruses.
CMNPD30891	IA vs. 3 viruses.
CMNPD30892	IA vs. 3 viruses.
CMNPD30893	IA vs. 3 viruses.
CMNPD30894	IA vs. 3 viruses.
CMNPD30895	Sig. cytotox. vs. 2 HTCLs | weak-mod. cytotox. vs. 1 HTCL | IA vs 6 bact.
CMNPD30896	Weak-mod. cytotox. vs. 3 HTCLs | IA vs 6 bact.
CMNPD30898	IA vs. 2 fungi, zebrafish, eggs, embryos and larvae.
CMNPD30899	IA vs. 2 fungi, zebrafish, eggs, embryos and larvae.
CMNPD30900	IA vs. 2 fungi, zebrafish, eggs, embryos and larvae.
CMNPD30901	Mod. inhib. 1 fungus | IA vs. zebrafish, eggs, embryos and larvae.
CMNPD30902	potent AF vs. 3 strain.
CMNPD30903	potent AF vs. 2 strain.
CMNPD30904	potent IDO inhib.
CMNPD30905	Sig. IDO inhib.
CMNPD30906	Sig. IDO inhib.
CMNPD30907	No inhib. quorum sensing.
CMNPD30908	potent QS inhib.
CMNPD30909	Sig. QS inhib.
CMNPD30911	IA vs. 2 fungi.
CMNPD30913	IA vs. 5 HTCLs, α-glucosidase and MptpB.
CMNPD30914	IA vs. 5 HTCLs, α-glucosidase and MptpB.
CMNPD30915	potent inhib. α-glucosidase. | IA vs. 5 HTCLs and MptpB.
CMNPD30916	Mod. inhib. α-glucosidase. | IA vs. 5 HTCLs and MptpB.
CMNPD30917	Mod. inhib. α-glucosidase. | IA vs. 5 HTCLs and MptpB.
CMNPD30918	potent inhib. α-glucosidase. | Sig. inhib. MptpB. | IA vs. 5 HTCLs
CMNPD30919	IA vs. 5 HTCLs, α-glucosidase and MptpB.
CMNPD30920	potent inhib. a-glucosidase. | IA vs. 5 HTCLs and MptpB.
CMNPD30921	potent inhib. a-glucosidase. | IA vs. 5 HTCLs and MptpB.
CMNPD30922	IA vs. 3 HTCLs, 1 bact. and 1 fungus
CMNPD30923	Weak cytotox. vs. 1 HTCL | IA vs. 1 bact. and 1 fungus
CMNPD30924	IA vs. 3 HTCLs, 1 bact. and 1 fungus
CMNPD30925	IA vs. 3 HTCLs, 1 bact. and 1 fungus
CMNPD30926	potent AV vs 1 virus. | IA vs 1 HTCL
CMNPD30928	Sig. AV vs 1 virus. | IA vs 1 HTCL
CMNPD30929	Weak AB vs. 1 strain.
CMNPD30930	IA vs. 1 bact.
CMNPD30931	IA vs. 1 bact.
CMNPD30932	IA vs. 1 bact.
CMNPD30933	IA anti-allergy assay
CMNPD30934	IA anti-allergy assay
CMNPD30935	IA anti-allergy assay
CMNPD30936	IA anti-allergy assay
CMNPD30937	IA anti-allergy assay
CMNPD30938	IA anti-allergy assay
CMNPD30939	IA anti-allergy assay
CMNPD30940	IA anti-allergy assay
CMNPD30942	No inhib. NO prod. | IA vs. 1 HTCL | No AI (DPPH assay).
CMNPD30943	No inhib. NO prod. | IA vs. 1 HTCL | No AI (DPPH assay).
CMNPD30944	Mod. inhib. NO prod. | IA vs. 1 HTCL | No AI (DPPH assay).
CMNPD30945	Mod. inhib. NO prod. | Mod. AI (DPPH assay). | IA vs. 1 HTCL
CMNPD30946	Weak inhib, HIV-1. | IA vs. 8 HTCLs
CMNPD30947	IA vs. 8 HTCLs and HIV-1.
CMNPD30948	IA vs. 8 HTCLs and HIV-1.
CMNPD30949	IA vs. 8 HTCLs | NT vs. HIV-1.
CMNPD30950	IA vs. 8 HTCLs | NT vs. HIV-1.
CMNPD30951	IA vs. 8 HTCLs and HIV-1.
CMNPD30952	IA vs. 8 HTCLs
CMNPD30953	IA vs. 8 HTCLs
CMNPD30954	IA vs. 8 HTCLs
CMNPD30955	Sig. lipid lowering (oleic acid-induced lipid accumulation asssay). | IA vs. 5 HTCLs, 3 bact. and 1 fungus
CMNPD30956	IA vs. 5 HTCLs, 3 bact. and 1 fungus | No lipid lowering activ. or NT (unspecified).
CMNPD30957	IA vs. 1 HTCL
CMNPD30958	Mod. cytotox. vs. 1 HTCL
CMNPD30959	IA vs. 1 HTCL
CMNPD30960	Weak inhib. NO prod.
CMNPD30961	potent inhib. NO prod.
CMNPD30962	No inhib. NO prod.
CMNPD30963	No inhib. NO prod.
CMNPD30964	potent inhib. α-glucosidase. | potent cytotox. vs. 2 murine TCLs. | IA vs. 4 bact.
CMNPD30965	IA vs. α-glucosidase and AChE.
CMNPD30971	potent activ. vs murine P388 cells
CMNPD30972	potent activ. vs murine P388 cells
CMNPD30973	potent activ. vs murine P388 cells
CMNPD30974	Mod. activ. vs 3 HTCLs
CMNPD30986	NA in DPPH assay
CMNPD30996	α-glucosidase inhib. activ. IC 50 = 54 μM
CMNPD30997	20 μM preincubation of eckmaxol with Aβ oligomer prevented cell toxicty in SH-SY5Y cells.
CMNPD30998	PTP1B IC 50 =7.92 μM
CMNPD30999	PTP1B IC 50 = 7.78 μM
CMNPD31000	PTP1B IC 50 = 3.03 μM
CMNPD31001	PTP1B NA, NA to two HTCL
CMNPD31002	PTP1B NA, NA to two HTCL
CMNPD31003	PTP1B IC 50 = 35 μM, NA to two HTCL
CMNPD31004	PTP1B IC 50 = 1.88 μM | mod. activ. towards two HTCL
CMNPD31005	PTP1B IC 50 = 1.88 μM | mod. activ. towards two HTCL
CMNPD31006	PTP1B IC 50 = 48.2 μM | mod. activ. towards two HTCL
CMNPD31007	PTP1B IC 50 = 3.47 μM | mod. activ. towards two HTCL
CMNPD31008	PTP1B IC 50 = 16.3 μM | mod. activ. towards two HTCL
CMNPD31009	very weak antiox activ.
CMNPD31019	mod. radical scavenger in DPPH and ABTS assays
CMNPD31020	inhibits LPS induced inflamm. by inhib. ROS-mediated ERK signaling pathway at 2 μM
CMNPD31027	IA against K. pneumoniae
CMNPD31028	IA against K. pneumoniae
CMNPD31029	IA against K. pneumoniae
CMNPD31030	IA against K. pneumoniae
CMNPD31038	weak B-glucosidase activ. 57 μM
CMNPD31043	mod. Cytotox to HL-60 IC50 5.1 μM
CMNPD31044	non-cytotox to HL-60 cells
CMNPD31047	PP2A inhib. IC 50 11.3 μM
CMNPD31049	IA @ 100 μM to PP2A
CMNPD31050	Antimalarial, IC50 = 3 μM against 3D7 Plasmodium flaciparum
CMNPD31051	low DPPH radical scav. activ. IC 50 = 810 μM
CMNPD31052	low DPPH radical scav. activ. IC 50 = 2 μM
CMNPD31059	Mod. activ. vs 3HTCLs
CMNPD31060	Weak activ. vs 3HTCLs
CMNPD31061	Weak activ. vs 3HTCLs
CMNPD31062	Weak activ. vs 3HTCLs
CMNPD31064	Inhibited oncogenic AP-1 and NF-κB transciptional activ. at non-toxic concentrations (IC 50 25-37 µM)
CMNPD31065	Inhib. oncogenic AP-1/NF-κB transcript. activ. at non-tox. conc (IC 50 6-12 µM)
CMNPD31066	IA vs 6 bact., 2 fungi and 7 HTCLs
CMNPD31067	Mod. activ. vs 1 HTCL | IA vs 6 bact., 2 fungi and 6 HTCLs
CMNPD31068	IA vs 6 bact., 2 fungi and 7 HTCLs
CMNPD31069	IA vs 6 bact., 2 fungi and 7 HTCLs
CMNPD31070	Mod. activ. vs 3 HTCLs
CMNPD31075	Weak activ. vs 6 HTCLs
CMNPD31080	Mod. activ. vs 1 of 3 HTCLs
CMNPD31081	potent AB and AF activ.
CMNPD31082	potent AB and AF activ.
CMNPD31083	Weak activ. vs 3 HTCLs | weak antiglycation (anti-diabetic) activ.
CMNPD31084	Weak activ. vs 3 HTCLs | IA in antiglycation assay
CMNPD31087	potent inhib. of sterol-O-acyltransferases 1 and 2 in cell and enzyme assays
CMNPD31088	Mod. inhib. of sterol-O-acyltransferases 1 and 2 in cell and enzyme assays
CMNPD31090	Mod. AI, inhbiting IL-12p40 secretion from dendritic cells
CMNPD31091	Mod. AI, inhbiting IL-12p40 secretion from dendritic cells
CMNPD31093	Mod. activ. vs 6 HTCLs
CMNPD31094	potent activ. vs 6 HTCLs
CMNPD31095	potent activ. vs 6 HTCLs
CMNPD31096	potent activ. vs 1 HTCL
CMNPD31097	Mod. activ. vs P388 murine leukaemia cells
CMNPD31098	potent activ. vs 1 HTCL, causes tubulin polymerization
CMNPD31099	Extremely potent activ. vs 1 HTCL
CMNPD31100	Extremely potent activ. vs 1 HTCL
CMNPD31101	Extremely potent activ. vs 1 HTCL
